Nazwa pytania,Numer pytania,Pytanie,Odpowiedź A,Odpowiedź B,Odpowiedź C,Poprawna odp,Media,Zakres struktury,Liczba punktów,Kategorie,Nazwa bloku,Źródło pytania,O co chcemy zapytać,Jaki ma związek z bezpieczeństwem,Status,Podmiot
W12(1),788,Zostałeś właśnie wyprzedzony przez pojazd widoczny przed Tobą. Czy bezpośrednio po wyprzedzeniu wolno Ci zwiększyć prędkość?,,,,N,D26_026org.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W12,"Art. 24 ust. 6 ustawy z dnia 20 czerwca 1997 r. Prawo o ruchu drogowym (Dz.U. z 2012 r., poz. 1137, ze zm.)","Znajomość wiedzy o ruchu pojazdów, w zakresie manewru wyprzedzania oraz ograniczeń z tym związanych","Brak znajomości wiedzy o ruchu pojazdów, w zakresie manewru wyprzedzania oraz ograniczeń z tym związanych może być przyczyną bezpośredniego zagrożenia bezpieczeństwa ruchu drogowego lub ruch ten utrudnić",Gotowe ostatecznie,PWPW
W13(1),799,"Czy w tej sytuacji, wykonując manewr omijania, masz obowiązek zatrzymać się w razie potrzeby?",,,,T,D24_AK110org.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W13,art. 58 ust. 2 ustawy z 20 czerwca 1997 roku Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 ze zm.),Znajomość zasad omijania w przypadkach szczególnych,"Konfrontacja, której skutkiem jest bezpośrednie zagrożenie dla zdrowia lub życia",Gotowe ostatecznie,PWPW
W13(2),809,"Czy w tej sytuacji, podczas omijania, masz obowiązek zachować szczególną ostrożność?",,,,T,D24_AK120org.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W13,art. 58 ust. 2 ustawy z 20 czerwca 1997 roku Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 ze zm.),Znajomość zasad dotyczących omijania w przypadkach szczególnych,"Konfrontacja, której skutkiem jest bezpośrednie zagrożenie dla zdrowia lub życia",Gotowe ostatecznie,PWPW
W4(20),869,Czy widoczna linia wskazuje miejsce obowiązkowego zatrzymania się przed wjazdem na skrzyżowanie?,,,,T,D16_01_org.mp4,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 89 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze zm.) w odniesieniu do § 21 ust. 1 i 2 cytowanego rozporządzenia.",Znajomość wiedzy w zakresie znaczenia znaku poziomego P12 oraz ograniczeń z tym związanych,Brak znajomości wiedzy o ograniczeniach wynikających ze znaczenia znaku poziomego P12 może być przyczyną bezpośredniego zagrożenia bezpieczeństwa ruchu lub ruch ten utrudnić,Gotowe ostatecznie,PWPW
W4(21),870,"Czy widoczna linia wskazuje miejsce zatrzymania, które zapewnia Ci najlepszą widoczność na skrzyżowaniu?",,,,T,D16_01_org.mp4,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 89 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002r (Dz. U. z 2002 r. Nr 170, poz. 1393, ze zm.) w związku z pkt 4.2.3 załącznika nr 2 do rozporządzenia Ministra Infrastruktury z dnia 3 lipca 2003r. w sprawie szczegółowych warunków technicznych dla znaków i sygnałów drogowych oraz urządzeń bezpieczeństwa ruchu drogowego i warunków ich umieszczania na drogach (Dz. U. z 2003r. Nr 220, poz. 2181, ze zm.)",Znajomość wiedzy w zakresie znaczenia znaku poziomego P12 oraz ograniczeń z tym związanych,Brak wiedzy w zakresie znaczenia znaku poziomego P12 oraz ograniczeń z tym związanych może spowodować bezpośrednie zagrożenie ruchu drogowego lub ruch ten utrudnić,Gotowe ostatecznie,PWPW
W4(22),872,"Czy masz obowiązek zatrzymać się w wyznaczonym linią miejscu, nawet wtedy, gdy upewniłeś się, że drogą z pierwszeństwem przejazdu nie poruszają się inne pojazdy?",,,,T,D16_01_org.mp4,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 89 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze zm.)","Znajomość wiedzy w zakresie znaczenia znaku poziomego P12 ""linia bezwzględnego zatrzymania - stop"" oraz ograniczeń z tym związanych","Brak znajomości wiedzy o znaczeniu znaku poziomego P12 ""linia bezwzględnego zatrzymania - stop"" oraz ograniczeń z tym związanych może być przyczyną bezpośredniego zagrożenia bezpieczeństwa ruchu drogowego lub ruch ten utrudnić",Gotowe ostatecznie,PWPW
W4(23),874,Czy w miejscu wyznaczonym przez widoczną linię przystankową wolno zatrzymywać się pojazdom przewożącym dzieci do szkół i przedszkoli?,,,,T,"W4(23,54,80)org.mp4",PODSTAWOWY,1,"D,D1",W4,"§ 90 ust. 1 w związku z § 51 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość wiedzy w zakresie znaczenia znaku poziomego P17 ""linia przystankowa"" oraz ograniczeń z tym związanych","Brak znajomości wiedzy o znaczeniu znaku poziomego P17 ""linia przystankowa"" oraz ograniczeń z tym związanych może być przyczyną utrudnienia ruchu drogowego",Gotowe ostatecznie,PWPW
W4(24),884,Czy w tej sytuacji wolno Ci wjechać na pas ruchu przy prawej krawędzi jezdni?,,,,T,MM_D14_09_org.mp4,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 86 ust. 4 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość wiedzy w zakresie znaczenia znaku poziomego P3 ""linia jednostronnie przekraczalna"" oraz ograniczeń z tym związanych","Brak znajomości wiedzy o znaczeniu znaku poziomego P3 ""linia jednostronnie przekraczalna"" oraz ograniczeniach z tym związanych może mieć wpływ na bezpieczeństwo ruchu drogowego lub ruch ten utrudnić",Gotowe ostatecznie,PWPW
W1(1),891,Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do jednego niebezpiecznego zakrętu w prawo?,,,,T,IMG_0345d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 4 ust. 1 pkt 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i  Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-1,Nieznajomość zagrożeń na zkręcie oznaczonym znakiem A-1 równa się możliwości spowodowania wypadku drogowego.,Gotowe ostatecznie,PWPW
W1(2),892,Czy w przedstawionej sytuacji jesteś ostrzegany o kilku niebezpiecznych zakrętach w lewo?,,,,N,1814D15org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 4 ust. 1 pkt 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-2,Nieznajomość zagrożeń mogących wystąpić na zakręcie oznaczonym znakiem A-2 równa się możliwości spowodowania wypadku drogowego.,Gotowe ostatecznie,PWPW
W1(3),893,Czy w przedstawionej sytuacji jesteś ostrzegany o dwóch niebezpiecznych zakrętach?,,,,N,A-3 zT-4org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1," § 4 ust. 2 pkt 1 i ust. 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-3 z T-4,Znajomość zagrożeń występujących na zakrętach oznaczonych znakiem A-3 pozwala uniknąć niebezpieczeństwa.,Gotowe ostatecznie,PWPW
W1(4),894,"Czy w przedstawionej sytuacji jesteś ostrzegany o dwóch niebezpiecznych zakrętach, z których pierwszy jest w lewo?",,,,T,A-4 (5)org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 4 ust. 2 pkt 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i  Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).”",O znajomość znaczenia znaku ostrzegawczego A-4,Znajomość zagrożeń występujących na zakrętach oznaczonych znakiem A-3 pozwala uniknąć niebezpieczeństwa.,Gotowe ostatecznie,PWPW
W1(5),898,"Czy w tej sytuacji jesteś ostrzegany o zbliżaniu się do skrzyżowania, na którym pierwszeństwo przejazdu nie jest określone przy pomocy znaków drogowych?",,,,T,A-5 (3)org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 5 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-5,Niezastosowanie się do znaku A-5 rodzi poważne zagrożenia spowodowania wypadku drogowego.,Gotowe ostatecznie,PWPW
W15(223),904, Czy w tej sytuacji należy rozpocząć hamowanie?,,,,T,D24_20org.mp4,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W15,"Zał.1 §1.pkt.2.lit.f do Rozporządzenia Ministra Transportu ,Budownictwa i Gospodarki Morskiej z dnia 13 lipca 2012 roku w sprawie szkolenia osób ubiegających się o uprawnienie do kierowania pojazdami ,instruktorów i wykładowców Dz.U poz.1019  z 14 września 2012 roku. w związku z art.3.1 i ustawy  z dnia 20.06.1997r.  ""Prawo o ruchu drogowym"" (t.j. Dz. U. z 2005r. Nr 108, poz. 908 z późn. zm.).",O ocenę sytuacji i podjęcie decyzji w momencie zauważenia nietypowej sytuacji( wpadająca piłka na drogę),niewłaściwa decyzja i brak przewidywania potencjalnego zagrożenia to możliwość stworzenia zagrożenia bądź  utrudnienia ruchu,Gotowe ostatecznie,PWPW
W20(4),916,"Czy w trakcie prowadzenia pojazdu, wraz z upływem czasu, poprawia się Twoja zdolność dostrzegania znaków i sygnałów drogowych?",,,,N,IMG_9599org.jpg,PODSTAWOWY,2,B,W20,"§ 1 pkt.1c załącznika nr 1 do Rozporządzenia Ministra Transportu, Budownictwa i Gospodarki Morskiej w sprawie szkolenia osób ubiegających się o uprawnienia do kierowania  pojazdami, instruktorów i wykładowców (Dz.U. z 2012r., poz.1019).","Znajomość wpływu zmęczenia na spostrzeganie, ocenę sytuacji, podejmowanie decyzji i zachowanie kierującego pojazdem",Długotrwałe i nieprzerwane kierowanie pojazdem w stanie zmęczenia stwarza bezpośrednie zagrożenie bezpieczeństwa ruchu drogowego,Gotowe ostatecznie,PWPW
W8(100),918,Kierujesz pojazdem z prędkością 30 km/h. Czy w tej sytuacji powinieneś zatrzymać pojazd przed sygnalizatorem?,,,,T,AK_D18_07org.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W8,"  § 95.1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. z poźń. zm. w sprawie znaków i sygnałów drogowych (Dz. U.  Nr 170, poz.1393, z poźń. zm.) w związku z art.3.1 ustawy  z dnia 20.06.1997r.  ""Prawo o ruchu drogowym"" (t.j. (Dz. U. z 2012 r. poz. 1137, z późn. zm.)).", Ocena sytuacji i podjęcie decyzji w momencie zmiany światła na żółte,Brak umiejętności podjęcia właściwej decyzji i zachowania wobec zmiany światła na żółte to przyczyna bezpośredniego zagrożenia bądź utrudnienia ruchu,Gotowe ostatecznie,PWPW
W20(7),919,"Czy gdy prowadzisz w stanie pobudzenia emocjonalnego, to maleje Twoja zdolność koncentracji uwagi?",,,,T,GND30__4_org.mp4,PODSTAWOWY,2,B,W20,"§ 1 pkt.1c załącznika nr 1 do Rozporządzenia Ministra Transportu, Budownictwa i Gospodarki Morskiej w sprawie szkolenia osób ubiegających się o uprawnienia do kierowania  pojazdami, instruktorów i wykładowców (Dz.U. z 2012r., poz.1019).","Znajomość wpływu  stanu świadomości (wahań stanu emocjonalnego)  na spostrzeganie, ocenę sytuacji, podejmowanie decyzji i zachowanie kierującego pojazdem.","Kierowanie pojazdem podczas silnych wahań stanu emocjonalnego, może być przyczyną stworzenia zagrożenia bezpieczeństwa ruchu drogowego.",Gotowe ostatecznie,PWPW
W7(6),941,Zamierzasz skręcić w lewo. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?,,,,N,513_D27KW_org.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W7,"Art. 5 i 25 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz.U. z 2005 r. Nr 108, poz. 908, z późn. zm.), w zw. z § 43 ust. 1 i 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm.)",O znajomość zasad pierwszeństwa na skrzyżowaniach oznaczonych znakiem D1 i tabliczką T6a.,"Brak znajomości zasad pierwszeństwa na skrzyżowaniach oznaczonych znakiem D1 i tabliczką T6a, doprowadzić może do stworzenia zagrożenia dla bezpieczeństwa ruchu drogowego.",Gotowe ostatecznie,PWPW
W7(7),942,Zamierzasz jechać na wprost. Czy masz obowiązek ustąpić pierwszeństwa pojazdowi nadjeżdżającemu z prawej strony?,,,,T,514_D27KW_org.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W7,"Art. 5 i 25 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz.U. z 2005 r. Nr 108, poz. 908, z późn. zm.), w zw. z § 43 ust. 1 i 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm.)",O znajomość zasad pierwszeństwa na skrzyżowaniach oznaczonych znakiem D1 i tabliczką T6a.,"
Brak znajomości zasad pierwszeństwa na skrzyżowaniach oznaczonych znakiem D1 i tabliczką T6a, doprowadzić może do stworzenia zagrożenia dla bezpieczeństwa ruchu drogowego.",Gotowe ostatecznie,PWPW
W7(8),947,Zamierzasz jechać na wprost. Czy masz pierwszeństwo przed motocyklistą?,,,,N,KW_D22_419_org.mp4,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W7,"Art. 5 i 25 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz.U. z 2005 r. Nr 108, poz. 908, z późn. zm.), w zw. z § 1 ust.2 pkt 2 i § 21 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm.)",O znajomość zasad pierwszeństwa na skrzyżowaniach oznaczonych znakiem B20 i tabliczką T6c.,"Brak znajomości zasad pierwszeństwa na skrzyżowaniach oznaczonych znakiem B20 i tabliczką T6c, doprowadzić może do stworzenia zagrożenia dla bezpieczeństwa ruchu drogowego.",Gotowe ostatecznie,PWPW
W1(7),974,"Czy umieszczony na tablicy znak ostrzega Cię o miejscu na drodze, w którym występuje lub może występować niebezpieczeństwo?",,,,T,3436D15org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 3 ust. 1 i § 7 ust. 6 w zw. z § 14 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znaczenie znaku ostrzegawczego A-15 w postaci świetlnej,Znajomość znaków ostrzegawczych - możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(8),975,Czy w przedstawionej sytuacji masz obowiązek zachować szczególną ostrożność?,,,,T,D20_0061org.jpg,PODSTAWOWY,2,"A,B,C,D,A1,A2,B1,C1,D1",W1,"§ 3 ust. 1 w zw. z § 11 ust. 1 oraz  § 14 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i  Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znaczenie znaku ostrzegawczego A-30 w postaci świetlnej,Znajomość znaków ostrzegawczych - możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(9),978,Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do skrzyżowania z jednokierunkową drogą podporządkowaną?,,,,T,A-6eorg.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 5 ust. 4 pkt 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenie znaku ostrzegawczego A-6e,Znajomość znaków ostrzegawczych - możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(10),980,Czy tabliczka umieszczona pod znakiem wskazuje rzeczywisty przebieg drogi z pierwszeństwem przejazdu?,,,,T,IMG_4003org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 5 ust. 5 i 7 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-7 z T-6c,Niezastosowanie się do znaku A-7 rodzi poważne zagrożenia spowodowania wypadku drogowego.,Gotowe ostatecznie,PWPW
W1(11),985,"Czy w przedstawionej sytuacji jesteś ostrzegany o zbliżaniu się do przejazdu kolejowego wyposażonego w zapory, lub w półzapory?",,,,T,0876D18org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 6 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-9,Znajomość znaczenia znaków ostrzegawczych zwiększa możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(12),986,Czy w przedstawionej sytuacji jesteś ostrzegany o przejeździe kolejowym wyposażonym w zapory lub półzapory?,,,,N,A-10 (2)org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 6 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-10,Znajomość znaczenia znaków ostrzegawczych zwiększa możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(13),987,Czy w przedstawionej sytuacji jesteś ostrzegany o przejeździe kolejowym wyposażonym w półzapory?,,,,N,1070D18org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 6 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-10,Znajomość znaczenia znaków ostrzegawczych zwiększa możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(14),988,Czy w przedstawionej sytuacji jesteś ostrzegany o poprzecznej nierówności jezdni?,,,,T,IMG_9274d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 7 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-11,Znajomość znaczenia znaków ostrzegawczych zwiększa możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(15),990,"Czy w przedstawionej sytuacji jesteś ostrzegany o nierównościach na drodze, występujących na odcinku 1,2 km za znakiem?",,,,T,IMG_9528d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 7 ust. 1  oraz 3 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i  Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-11 z T-2,Znajomość znaczenia znaków ostrzegawczych zwiększa możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(16),991,Czy w przedstawionej sytuacji jesteś ostrzegany o wypukłości jezdni zastosowanej w celu spowolnienia ruchu?,,,,N,IMG_9274d8org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 7 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-11,Znajomość znaczenia znaków ostrzegawczych zwiększa możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(17),992,Czy w przedstawionej sytuacji jesteś ostrzegany o wypukłości na jezdni zastosowanej w celu spowolnienia ruchu?,,,,T,IMG_8384org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 7 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i  Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-11a,Znajomość znaczenia znaków ostrzegawczych zwiększa możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
W1(18),994,"Czy umieszczona pod znakiem ostrzegawczym widocznym na zdjęciu tabliczka, wskazuje jego odległość od miejsca niebezpiecznego?",,,,T,IMG_8384org.jpg,PODSTAWOWY,2,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W1,"§ 3 ust. 4 z § 7 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm).",O znajomość znaczenia znaku ostrzegawczego A-11a z T-1,Znajomość znaczenia znaków ostrzegawczych zwiększa możliwość uniknięcia niebezpieczeństwa,Gotowe ostatecznie,PWPW
